1,1,0.0055248618784530384,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 120 Gb, External Monitor: 19'' LCD])
9,2,0.049723756906077346,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
10,1,0.055248618784530384,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
10,2,0.055248618784530384,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
11,1,0.06077348066298342,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
11,2,0.06077348066298342,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
12,1,0.06629834254143646,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
12,2,0.06629834254143646,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
13,1,0.0718232044198895,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
13,2,0.0718232044198895,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
14,1,0.07734806629834254,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
14,2,0.07734806629834254,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
15,1,0.08287292817679558,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
15,2,0.08287292817679558,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
16,1,0.08839779005524862,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
16,2,0.08839779005524862,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
17,1,0.09392265193370165,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
17,2,0.09392265193370165,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
18,1,0.09944751381215469,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
18,2,0.09944751381215469,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
19,1,0.10497237569060773,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
19,2,0.10497237569060773,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
20,1,0.11049723756906077,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
20,2,0.11049723756906077,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
21,1,0.11602209944751381,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
21,2,0.11602209944751381,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
22,1,0.12154696132596685,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
22,2,0.12154696132596685,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
23,1,0.1270718232044199,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
23,2,0.1270718232044199,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
24,1,0.13259668508287292,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
24,2,0.13259668508287292,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
25,1,0.13812154696132597,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
25,2,0.13812154696132597,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
26,1,0.143646408839779,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
26,2,0.143646408839779,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
27,1,0.14917127071823205,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
27,2,0.14917127071823205,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
28,1,0.15469613259668508,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
28,2,0.15469613259668508,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
29,1,0.16022099447513813,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
29,2,0.16022099447513813,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
30,1,0.16574585635359115,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
30,2,0.16574585635359115,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
31,1,0.1712707182320442,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
31,2,0.1712707182320442,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
32,1,0.17679558011049723,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
32,2,0.17679558011049723,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
33,1,0.18232044198895028,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
33,2,0.18232044198895028,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
34,1,0.1878453038674033,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
34,2,0.1878453038674033,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
35,1,0.19337016574585636,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
35,2,0.19337016574585636,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
36,1,0.19889502762430938,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
36,2,0.19889502762430938,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
37,1,0.20441988950276244,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
37,2,0.20441988950276244,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
38,1,0.20994475138121546,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
38,2,0.20994475138121546,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
39,1,0.2154696132596685,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
39,2,0.2154696132596685,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
40,1,0.22099447513812154,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
40,2,0.22099447513812154,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
41,1,0.2265193370165746,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
41,2,0.2265193370165746,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
42,1,0.23204419889502761,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
42,2,0.23204419889502761,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
43,1,0.23756906077348067,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
43,2,0.23756906077348067,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
44,1,0.2430939226519337,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
44,2,0.2430939226519337,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
45,1,0.24861878453038674,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
45,2,0.24861878453038674,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
46,1,0.2541436464088398,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
46,2,0.2541436464088398,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
47,1,0.2596685082872928,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
47,2,0.2596685082872928,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
48,1,0.26519337016574585,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
48,2,0.26519337016574585,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
49,1,0.27071823204419887,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
49,2,0.27071823204419887,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
50,1,0.27624309392265195,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
50,2,0.27624309392265195,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
51,1,0.281767955801105,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
51,2,0.281767955801105,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
52,1,0.287292817679558,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
52,2,0.287292817679558,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
53,1,0.292817679558011,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
53,2,0.292817679558011,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
54,1,0.2983425414364641,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
54,2,0.2983425414364641,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
55,1,0.30386740331491713,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
55,2,0.30386740331491713,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
56,1,0.30939226519337015,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
56,2,0.30939226519337015,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
57,1,0.3149171270718232,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
57,2,0.3149171270718232,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
58,1,0.32044198895027626,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
58,2,0.32044198895027626,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
59,1,0.3259668508287293,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
59,2,0.3259668508287293,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
60,1,0.3314917127071823,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
60,2,0.3314917127071823,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
61,1,0.3370165745856354,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
61,2,0.3370165745856354,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
62,1,0.3425414364640884,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
62,2,0.3425414364640884,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
63,1,0.34806629834254144,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
63,2,0.34806629834254144,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
64,1,0.35359116022099446,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
64,2,0.35359116022099446,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
65,1,0.35911602209944754,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
65,2,0.35911602209944754,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
66,1,0.36464088397790057,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
66,2,0.36464088397790057,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
67,1,0.3701657458563536,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
67,2,0.3701657458563536,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
68,1,0.3756906077348066,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
68,2,0.3756906077348066,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
69,1,0.3812154696132597,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
69,2,0.3812154696132597,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
70,1,0.3867403314917127,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
70,2,0.3867403314917127,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
71,1,0.39226519337016574,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
71,2,0.39226519337016574,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
72,1,0.39779005524861877,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
72,2,0.39779005524861877,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
73,1,0.40331491712707185,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
73,2,0.40331491712707185,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
74,1,0.4088397790055249,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
74,2,0.4088397790055249,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
75,1,0.4143646408839779,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
75,2,0.4143646408839779,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
76,1,0.4198895027624309,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
76,2,0.4198895027624309,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
77,1,0.425414364640884,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
77,2,0.425414364640884,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
78,1,0.430939226519337,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
78,2,0.430939226519337,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
79,1,0.43646408839779005,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
79,2,0.43646408839779005,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
80,1,0.4419889502762431,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
80,2,0.4419889502762431,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
81,1,0.44751381215469616,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
81,2,0.44751381215469616,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
82,1,0.4530386740331492,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
82,2,0.4530386740331492,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
83,1,0.4585635359116022,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
83,2,0.4585635359116022,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
84,1,0.46408839779005523,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
84,2,0.46408839779005523,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
85,1,0.4696132596685083,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
85,2,0.4696132596685083,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
86,1,0.47513812154696133,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
86,2,0.47513812154696133,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
87,1,0.48066298342541436,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
87,2,0.48066298342541436,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
88,1,0.4861878453038674,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
88,2,0.4861878453038674,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
89,1,0.49171270718232046,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
89,2,0.49171270718232046,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
90,1,0.4972375690607735,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
90,2,0.4972375690607735,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
91,1,0.5027624309392266,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
91,2,0.5027624309392266,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
92,1,0.5082872928176796,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
